Date,HomeTeam,AwayTeam,B365H,B365D,B365A,B365>2.5,B365<2.5,AHh,B365AHH,B365AHA,HTHG,HTAG,HTR,HF,AF,HY,AY,HR,AR,Time,FTR,Season
2023-01-04,Sassuolo,Sampdoria,1.73,3.75,4.75,1.96,1.94,-0.75,1.98,1.92,0,2,A,16,19,2,3,0,0,11:30,A,2022/2023
2023-01-04,Spezia,Atalanta,4.75,3.8,1.67,1.73,2.1,0.75,2.0,1.9,2,0,H,11,11,3,3,0,0,13:30,D,2022/2023
2023-01-04,Torino,Verona,1.83,3.4,4.5,2.07,1.83,-0.5,1.85,2.05,0,1,A,7,17,1,1,0,0,13:30,D,2022/2023
2023-01-04,Lecce,Lazio,3.6,3.3,2.05,2.3,1.62,0.25,2.08,1.82,0,1,A,16,13,3,2,0,0,15:30,H,2022/2023
2023-01-04,Roma,Bologna,1.6,3.8,5.5,2.0,1.8,-0.75,1.82,2.08,1,0,H,10,10,2,3,0,0,15:30,H,2022/2023
2023-01-04,Cremonese,Juventus,4.75,3.8,1.67,2.02,1.88,0.75,1.98,1.92,0,0,D,12,12,5,3,0,0,17:30,A,2022/2023
2023-01-04,Fiorentina,Monza,1.7,3.8,4.75,1.91,1.99,-0.75,1.92,1.98,1,0,H,11,13,1,3,0,0,17:30,D,2022/2023
2023-01-04,Inter,Napoli,2.25,3.4,3.1,1.73,2.1,-0.25,2.0,1.9,0,0,D,12,7,3,2,0,0,19:45,H,2022/2023
2023-01-04,Udinese,Empoli,1.6,4.2,5.75,1.67,2.2,-1.0,2.05,1.85,0,1,A,15,14,2,3,0,1,19:45,D,2022/2023
2023-01-07,Fiorentina,Sassuolo,1.7,3.8,5.0,1.73,2.1,-0.75,1.92,1.98,0,0,D,14,9,4,3,0,0,14:00,H,2022/2023
2023-01-07,Juventus,Udinese,1.75,3.8,4.5,2.01,1.89,-0.75,2.01,1.89,0,0,D,16,13,1,2,0,0,17:00,H,2022/2023
2023-01-07,Monza,Inter,5.75,4.33,1.55,1.67,2.2,1.0,1.96,1.94,1,2,A,14,20,0,3,0,0,19:45,D,2022/2023
2023-01-08,Salernitana,Torino,3.7,3.2,2.15,2.2,1.67,0.25,2.07,1.83,0,1,A,10,15,2,3,0,0,11:30,D,2022/2023
2023-01-08,Lazio,Empoli,1.53,4.2,6.0,1.73,2.1,-1.0,1.92,1.98,1,0,H,17,10,4,1,0,0,14:00,D,2022/2023
2023-01-08,Spezia,Lecce,2.6,3.1,2.9,2.2,1.67,0.0,1.83,2.07,0,0,D,14,15,0,1,0,0,14:00,D,2022/2023
2023-01-08,Sampdoria,Napoli,8.0,4.75,1.4,1.73,2.1,1.25,2.01,1.89,0,1,A,15,12,3,2,1,0,17:00,A,2022/2023
2023-01-08,Milan,Roma,1.83,3.6,4.33,2.09,1.81,-0.5,1.85,2.05,1,0,H,19,13,4,7,0,0,19:45,D,2022/2023
2023-01-09,Verona,Cremonese,2.05,3.3,3.8,1.94,1.96,-0.5,2.07,1.83,2,0,H,16,11,3,4,0,0,17:30,H,2022/2023
2023-01-09,Bologna,Atalanta,3.4,3.4,2.15,1.92,1.98,0.25,2.01,1.89,1,0,H,16,15,3,2,0,0,19:45,A,2022/2023
2023-01-13,Napoli,Juventus,1.91,3.5,4.0,2.06,1.84,-0.5,1.98,1.95,2,1,H,10,9,0,1,0,0,19:45,H,2022/2023
2023-01-14,Cremonese,Monza,2.8,3.3,2.55,2.0,1.8,0.0,2.09,1.84,0,2,A,12,12,2,4,0,0,14:00,A,2022/2023
2023-01-14,Lecce,Milan,5.75,3.8,1.62,2.03,1.87,0.75,2.05,1.75,2,0,H,11,12,1,2,0,0,17:00,D,2022/2023
2023-01-14,Inter,Verona,1.3,5.5,9.5,1.53,2.5,-1.75,2.02,1.77,1,0,H,11,13,0,3,0,0,19:45,H,2022/2023
2023-01-15,Sassuolo,Lazio,3.2,3.5,2.2,1.8,2.0,0.25,1.99,1.94,0,1,A,17,10,5,3,0,0,11:30,A,2022/2023
2023-01-15,Torino,Spezia,1.62,3.8,5.5,2.07,1.83,-0.75,1.85,2.08,0,1,A,13,12,3,3,0,0,14:00,A,2022/2023
2023-01-15,Udinese,Bologna,1.91,3.4,4.2,2.0,1.9,-0.5,1.98,1.92,1,0,H,10,17,1,3,0,0,14:00,A,2022/2023
2023-01-15,Atalanta,Salernitana,1.4,5.0,7.0,1.57,2.38,-1.25,1.84,2.09,5,1,H,10,12,1,0,0,0,17:00,H,2022/2023
2023-01-15,Roma,Fiorentina,1.95,3.5,4.0,2.0,1.8,-0.5,2.01,1.92,1,0,H,15,12,3,4,0,1,19:45,H,2022/2023
2023-01-16,Empoli,Sampdoria,2.2,3.2,3.5,2.2,1.67,-0.25,1.92,2.01,0,0,D,15,16,5,6,0,0,19:45,H,2022/2023
2023-01-21,Verona,Lecce,2.38,3.1,3.2,2.38,1.57,-0.25,2.02,1.88,1,0,H,15,12,3,0,0,0,14:00,H,2022/2023
2023-01-21,Salernitana,Napoli,9.5,5.75,1.29,1.53,2.5,1.5,2.0,1.9,0,1,A,14,15,2,2,0,0,17:00,A,2022/2023
2023-01-21,Fiorentina,Torino,2.1,3.3,3.6,2.2,1.67,-0.25,1.81,2.09,0,1,A,9,23,2,2,0,0,19:45,A,2022/2023
2023-01-22,Sampdoria,Udinese,3.6,3.25,2.15,2.1,1.73,0.25,2.04,1.86,0,0,D,15,17,3,1,0,0,11:30,A,2022/2023
2023-01-22,Monza,Sassuolo,2.2,3.4,3.3,1.8,2.0,-0.25,1.91,1.99,0,1,A,17,18,2,2,0,0,14:00,D,2022/2023
2023-01-22,Spezia,Roma,4.75,3.5,1.83,2.06,1.84,0.5,2.06,1.84,0,1,A,17,11,3,1,0,0,17:00,A,2022/2023
2023-01-22,Juventus,Atalanta,2.1,3.4,3.5,2.05,1.85,-0.25,1.85,2.05,2,1,H,9,6,1,2,0,0,19:45,D,2022/2023
2023-01-23,Bologna,Cremonese,1.91,3.4,4.33,2.1,1.73,-0.5,1.94,1.96,0,0,D,11,13,2,5,0,0,17:30,D,2022/2023
2023-01-23,Inter,Empoli,1.29,6.0,9.5,1.57,2.38,-1.5,1.77,2.02,0,0,D,13,16,4,3,1,0,19:45,A,2022/2023
2023-01-24,Lazio,Milan,3.2,3.4,2.25,1.92,1.98,0.25,1.91,1.99,2,0,H,14,11,1,2,0,0,19:45,H,2022/2023
2023-01-27,Bologna,Spezia,1.85,3.4,4.5,2.2,1.67,-0.5,1.87,2.03,1,0,H,8,16,2,2,0,0,17:30,H,2022/2023
2023-01-27,Lecce,Salernitana,1.8,3.4,4.75,2.2,1.67,-0.5,1.83,2.07,1,2,A,14,11,2,4,0,0,19:45,A,2022/2023
2023-01-28,Empoli,Torino,3.25,3.1,2.4,2.2,1.67,0.25,1.82,2.08,1,0,H,12,9,2,0,0,0,14:00,D,2022/2023
2023-01-28,Cremonese,Inter,6.5,4.33,1.5,1.67,2.2,1.0,2.08,1.82,1,1,D,7,12,0,2,0,0,17:00,A,2022/2023
2023-01-28,Atalanta,Sampdoria,1.33,5.25,9.0,1.67,2.2,-1.5,2.01,1.89,1,0,H,17,11,0,2,0,0,19:45,H,2022/2023
2023-01-29,Milan,Sassuolo,1.5,4.5,6.5,1.53,2.5,-1.25,2.07,1.83,1,3,A,13,8,7,4,0,0,11:30,A,2022/2023
2023-01-29,Juventus,Monza,1.55,4.0,6.5,1.96,1.94,-1.0,1.96,1.94,0,2,A,12,10,0,2,0,0,14:00,A,2022/2023
2023-01-29,Lazio,Fiorentina,2.1,3.4,3.6,2.04,1.86,-0.25,1.75,2.05,1,0,H,12,17,2,3,0,0,17:00,D,2022/2023
2023-01-29,Napoli,Roma,1.73,3.6,5.25,2.04,1.86,-0.75,1.98,1.92,1,0,H,8,14,1,2,0,0,19:45,H,2022/2023
2023-01-30,Udinese,Verona,1.8,3.75,4.33,1.98,1.92,-0.5,1.84,2.06,1,1,D,9,11,1,3,0,0,19:45,D,2022/2023
2023-02-04,Cremonese,Lecce,2.63,3.1,2.8,2.38,1.57,0.0,1.9,2.03,0,0,D,12,15,1,2,0,0,14:00,A,2022/2023
2023-02-04,Roma,Empoli,1.5,4.2,6.5,2.03,1.87,-1.0,1.89,2.04,2,0,H,10,18,2,1,0,0,17:00,H,2022/2023
2023-02-04,Sassuolo,Atalanta,3.75,3.6,1.91,1.57,2.38,0.5,1.95,1.98,0,0,D,12,13,5,1,0,2,19:45,H,2022/2023
2023-02-05,Spezia,Napoli,8.0,5.25,1.36,1.67,2.2,1.5,1.87,2.06,0,0,D,19,18,3,2,0,0,11:30,A,2022/2023
2023-02-05,Torino,Udinese,2.25,3.25,3.3,2.2,1.67,-0.25,2.01,1.92,0,0,D,13,8,1,1,0,0,14:00,H,2022/2023
2023-02-05,Fiorentina,Bologna,1.83,3.5,4.5,2.0,1.8,-0.5,1.86,2.07,1,1,D,10,25,2,4,0,0,17:00,A,2022/2023
2023-02-05,Inter,Milan,1.95,3.5,4.0,1.85,2.05,-0.5,2.01,1.92,1,0,H,13,14,2,5,0,0,19:45,H,2022/2023
2023-02-06,Verona,Lazio,3.6,3.6,2.0,2.0,1.8,0.5,1.87,2.06,0,1,A,16,12,4,1,0,0,17:30,D,2022/2023
2023-02-06,Monza,Sampdoria,1.8,3.5,4.75,2.1,1.73,-0.5,1.85,2.08,1,1,D,12,12,2,4,0,0,19:45,D,2022/2023
2023-02-07,Salernitana,Juventus,7.0,4.2,1.5,2.02,1.88,1.0,2.07,1.86,0,2,A,9,12,1,1,0,0,19:45,A,2022/2023
2023-02-10,Milan,Torino,1.8,3.5,4.75,2.2,1.67,-0.5,1.84,2.09,0,0,D,10,20,1,4,0,0,19:45,H,2022/2023
2023-02-11,Empoli,Spezia,2.0,3.5,3.75,2.0,1.8,-0.5,2.06,1.87,0,2,A,10,13,1,5,1,1,14:00,D,2022/2023
2023-02-11,Lecce,Roma,4.33,3.25,1.95,2.5,1.53,0.5,1.9,2.03,1,1,D,24,8,4,1,0,0,17:00,D,2022/2023
2023-02-11,Lazio,Atalanta,2.38,3.4,3.0,1.9,2.0,-0.25,2.09,1.84,0,1,A,12,14,1,2,0,0,19:45,A,2022/2023
2023-02-12,Udinese,Sassuolo,2.0,3.6,3.6,1.8,2.0,-0.5,2.08,1.85,2,2,D,12,8,2,2,0,0,11:30,D,2022/2023
2023-02-12,Bologna,Monza,2.2,3.2,3.5,2.1,1.73,-0.25,1.93,2.0,0,1,A,15,18,1,4,0,0,14:00,A,2022/2023
2023-02-12,Juventus,Fiorentina,1.83,3.5,4.5,2.07,1.83,-0.5,1.86,2.07,1,0,H,11,17,5,2,0,0,17:00,H,2022/2023
2023-02-12,Napoli,Cremonese,1.18,7.5,13.0,1.44,2.75,-2.0,1.96,1.97,1,0,H,7,7,0,2,0,0,19:45,H,2022/2023
2023-02-13,Verona,Salernitana,1.85,3.4,4.5,2.03,1.87,-0.5,1.86,2.07,1,0,H,14,21,2,3,0,0,17:30,H,2022/2023
2023-02-13,Sampdoria,Inter,7.0,4.5,1.44,1.88,2.02,1.25,1.9,2.03,0,0,D,13,11,3,1,0,0,19:45,D,2022/2023
2023-02-17,Sassuolo,Napoli,5.0,4.0,1.6,1.73,2.1,1.0,1.84,2.09,0,2,A,12,10,2,2,0,0,19:45,A,2022/2023
2023-02-18,Sampdoria,Bologna,3.25,3.1,2.38,2.3,1.62,0.25,1.85,2.05,0,1,A,13,13,3,1,0,0,14:00,A,2022/2023
2023-02-18,Monza,Milan,3.75,3.3,2.1,2.1,1.73,0.25,2.09,1.81,0,1,A,10,18,4,2,0,0,17:00,A,2022/2023
2023-02-18,Inter,Udinese,1.53,4.2,6.0,1.73,2.1,-1.0,1.89,2.01,1,1,D,15,14,2,2,0,0,19:45,H,2022/2023
2023-02-19,Atalanta,Lecce,1.5,4.0,7.0,1.88,2.02,-1.0,1.86,2.04,0,1,A,10,12,3,3,0,0,11:30,A,2022/2023
2023-02-19,Fiorentina,Empoli,1.6,4.0,5.75,1.87,2.03,-1.0,2.05,1.75,0,1,A,8,15,1,5,0,0,14:00,D,2022/2023
2023-02-19,Salernitana,Lazio,5.5,3.75,1.7,1.93,1.97,0.75,2.01,1.89,0,0,D,10,7,5,1,1,0,14:00,A,2022/2023
2023-02-19,Spezia,Juventus,6.0,3.75,1.62,2.07,1.83,0.75,2.02,1.77,0,1,A,8,9,2,2,0,0,17:00,A,2022/2023
2023-02-19,Roma,Verona,1.65,3.6,5.75,2.2,1.67,-0.75,1.87,2.03,1,0,H,15,19,1,2,0,0,19:45,H,2022/2023
2023-02-20,Torino,Cremonese,1.65,3.8,5.25,2.1,1.73,-0.75,1.87,2.03,1,0,H,9,12,3,1,0,0,19:45,D,2022/2023
2023-02-25,Empoli,Napoli,7.0,4.75,1.44,1.67,2.2,1.25,1.87,2.03,0,2,A,10,9,2,1,0,1,17:00,A,2022/2023
2023-02-25,Lecce,Sassuolo,2.45,3.25,2.9,2.1,1.73,0.0,1.8,2.1,0,0,D,17,7,2,2,0,0,19:45,A,2022/2023
2023-02-26,Bologna,Inter,5.5,3.75,1.7,2.03,1.87,0.75,1.94,1.96,0,0,D,7,14,1,2,0,0,11:30,H,2022/2023
2023-02-26,Salernitana,Monza,3.6,3.3,2.05,2.05,1.85,0.25,2.07,1.83,0,0,D,12,16,2,4,0,1,14:00,H,2022/2023
2023-02-26,Udinese,Spezia,1.62,3.8,5.75,1.88,2.02,-0.75,1.85,2.05,1,1,D,11,16,2,2,0,0,17:00,D,2022/2023
2023-02-26,Milan,Atalanta,2.15,3.4,3.4,1.94,1.96,-0.25,1.9,2.0,1,0,H,11,11,3,2,0,0,19:45,H,2022/2023
2023-02-27,Verona,Fiorentina,3.25,3.25,2.25,2.2,1.67,0.25,1.91,1.99,0,2,A,15,11,3,3,0,0,17:30,A,2022/2023
2023-02-27,Lazio,Sampdoria,1.44,4.33,8.0,1.99,1.91,-1.25,2.04,1.86,0,0,D,10,13,2,2,0,0,19:45,H,2022/2023
2023-02-28,Cremonese,Roma,5.25,3.4,1.75,2.38,1.57,0.75,1.85,2.08,1,0,H,17,11,3,2,0,0,17:30,H,2022/2023
2023-02-28,Juventus,Torino,1.73,3.4,5.5,2.5,1.53,-0.75,2.05,1.88,2,2,D,5,13,0,2,0,0,19:45,H,2022/2023
2023-03-03,Napoli,Lazio,1.65,3.8,5.25,1.95,1.95,-0.75,1.85,2.08,0,0,D,13,8,2,2,0,0,19:45,A,2022/2023
2023-03-04,Monza,Empoli,2.1,3.25,3.8,2.1,1.73,-0.5,2.1,1.8,1,0,H,10,12,2,3,0,0,14:00,H,2022/2023
2023-03-04,Atalanta,Udinese,1.62,4.0,5.5,1.73,2.1,-0.75,1.85,2.05,0,0,D,12,12,2,3,0,0,17:00,D,2022/2023
2023-03-04,Fiorentina,Milan,2.8,3.3,2.55,2.1,1.73,0.0,2.05,1.85,0,0,D,12,17,3,3,0,0,19:45,H,2022/2023
2023-03-05,Spezia,Verona,2.7,3.1,2.8,2.2,1.67,0.0,1.89,2.01,0,0,D,6,7,2,1,1,0,11:30,D,2022/2023
2023-03-05,Sampdoria,Salernitana,2.3,3.25,3.2,2.2,1.67,-0.25,2.02,1.88,0,0,D,18,13,3,4,0,0,14:00,D,2022/2023
2023-03-05,Inter,Lecce,1.36,4.75,9.5,1.94,1.96,-1.25,1.84,2.06,1,0,H,10,11,0,0,0,0,17:00,H,2022/2023
2023-03-05,Roma,Juventus,2.7,3.0,2.88,2.5,1.53,0.0,1.9,2.0,0,0,D,11,10,3,2,0,1,19:45,H,2022/2023
2023-03-06,Sassuolo,Cremonese,1.8,3.6,4.5,1.98,1.92,-0.5,1.85,2.05,2,0,H,11,9,1,4,0,0,17:30,H,2022/2023
2023-03-06,Torino,Bologna,2.4,2.9,3.4,2.38,1.57,-0.25,2.01,1.89,1,0,H,9,10,2,2,0,0,19:45,H,2022/2023
2023-03-10,Spezia,Inter,8.0,4.6,1.4,1.73,2.1,1.25,1.96,1.97,0,0,D,11,9,3,0,0,0,19:45,H,2022/2023
2023-03-11,Empoli,Udinese,3.0,3.25,2.4,2.03,1.9,0.25,1.81,2.13,0,0,D,12,13,2,4,0,0,14:00,A,2022/2023
2023-03-11,Napoli,Atalanta,1.67,4.0,5.0,1.8,2.0,-0.75,1.87,2.06,0,0,D,12,11,1,2,0,0,17:00,H,2022/2023
2023-03-11,Bologna,Lazio,3.1,3.1,2.38,2.3,1.62,0.25,1.83,2.1,0,0,D,11,8,2,3,0,0,19:45,D,2022/2023
2023-03-12,Lecce,Torino,3.0,3.0,2.63,2.75,1.44,0.0,2.07,1.86,0,2,A,16,17,3,3,0,0,11:30,A,2022/2023
2023-03-12,Cremonese,Fiorentina,4.33,3.6,1.85,2.03,1.9,0.5,2.05,1.88,0,1,A,10,17,1,2,0,0,14:00,A,2022/2023
2023-03-12,Verona,Monza,2.5,3.2,2.9,2.2,1.67,-0.25,2.08,1.73,0,0,D,17,12,2,0,0,0,14:00,D,2022/2023
2023-03-12,Roma,Sassuolo,1.67,3.6,5.5,2.08,1.85,-0.75,1.92,2.01,1,3,A,11,18,4,2,1,0,17:00,A,2022/2023
2023-03-12,Juventus,Sampdoria,1.33,4.75,10.0,2.05,1.88,-1.25,1.86,2.07,2,2,D,10,10,1,1,0,0,19:45,H,2022/2023
2023-03-13,Milan,Salernitana,1.25,6.0,11.0,1.67,2.2,-1.75,2.06,1.87,1,0,H,15,13,2,3,0,0,19:45,D,2022/2023
2023-03-17,Sassuolo,Spezia,1.7,3.75,4.5,1.73,2.1,-0.75,2.05,1.88,0,0,D,10,13,0,2,0,0,17:30,H,2022/2023
2023-03-17,Atalanta,Empoli,1.4,4.5,7.5,1.67,2.2,-1.25,1.97,1.96,0,1,A,11,10,3,2,0,0,19:45,H,2022/2023
2023-03-18,Monza,Cremonese,1.8,3.5,4.5,2.1,1.73,-0.5,1.83,2.07,0,0,D,12,12,3,5,0,0,14:00,D,2022/2023
2023-03-18,Salernitana,Bologna,3.4,3.25,2.2,2.2,1.67,0.25,1.97,1.93,1,1,D,8,16,0,1,0,0,17:00,D,2022/2023
2023-03-18,Udinese,Milan,3.5,3.4,2.15,2.01,1.89,0.25,2.02,1.88,2,1,H,16,9,4,2,0,0,19:45,H,2022/2023
2023-03-19,Sampdoria,Verona,2.88,3.1,2.45,2.38,1.57,0.0,2.13,1.78,2,0,H,10,11,3,2,0,0,11:30,H,2022/2023
2023-03-19,Fiorentina,Lecce,1.6,3.75,5.75,2.1,1.73,-0.75,1.82,2.08,1,0,H,14,21,1,3,0,0,14:00,H,2022/2023
2023-03-19,Torino,Napoli,4.33,3.6,1.75,2.2,1.67,0.75,1.83,2.07,0,2,A,14,14,1,1,0,0,14:00,A,2022/2023
2023-03-19,Lazio,Roma,2.75,3.0,2.75,2.63,1.5,0.0,1.98,1.92,0,0,D,18,13,4,4,1,2,17:00,H,2022/2023
2023-03-19,Inter,Juventus,1.91,3.4,4.0,2.1,1.73,-0.5,1.98,1.92,0,1,A,6,18,3,4,1,1,19:45,A,2022/2023
2023-04-01,Cremonese,Atalanta,5.5,3.8,1.67,1.84,2.06,0.75,2.04,1.86,0,1,A,13,10,3,2,0,0,14:00,A,2022/2023
2023-04-01,Inter,Fiorentina,1.75,3.8,4.5,1.8,2.0,-0.75,2.02,1.88,0,0,D,8,7,2,3,0,0,17:00,A,2022/2023
2023-04-01,Juventus,Verona,1.4,4.2,9.0,2.1,1.73,-1.25,2.05,1.85,0,0,D,14,22,1,2,0,0,19:45,H,2022/2023
2023-04-02,Bologna,Udinese,2.2,3.3,3.4,2.0,1.8,-0.25,1.96,1.94,2,0,H,17,10,1,1,0,0,11:30,H,2022/2023
2023-04-02,Monza,Lazio,3.8,3.3,2.05,2.3,1.62,0.5,1.82,2.08,0,1,A,13,8,5,2,0,0,14:00,A,2022/2023
2023-04-02,Spezia,Salernitana,2.3,3.3,3.2,2.1,1.73,-0.25,2.07,1.83,0,1,A,12,12,0,1,0,0,14:00,D,2022/2023
2023-04-02,Roma,Sampdoria,1.44,4.2,9.0,2.08,1.82,-1.25,2.06,1.84,0,0,D,11,13,3,5,0,1,17:00,H,2022/2023
2023-04-02,Napoli,Milan,1.73,3.6,5.0,2.06,1.84,-0.75,2.02,1.88,0,2,A,11,9,1,2,0,0,19:45,A,2022/2023
2023-04-03,Empoli,Lecce,2.45,3.1,3.1,2.38,1.57,-0.25,2.13,1.78,0,0,D,10,15,3,2,1,0,17:30,H,2022/2023
2023-04-03,Sassuolo,Torino,2.4,3.3,3.0,2.1,1.73,-0.25,2.09,1.81,1,0,H,12,9,1,1,0,0,19:45,D,2022/2023
2023-04-07,Salernitana,Inter,7.5,4.5,1.45,1.73,2.1,1.25,1.9,2.0,0,1,A,14,10,2,2,0,0,16:00,D,2022/2023
2023-04-07,Lecce,Napoli,5.75,3.6,1.65,2.2,1.67,0.75,2.02,1.88,0,1,A,12,9,2,1,0,0,18:00,A,2022/2023
2023-04-07,Milan,Empoli,1.36,4.75,9.0,1.8,2.0,-1.25,1.84,2.06,0,0,D,11,8,2,2,0,0,20:00,D,2022/2023
2023-04-08,Udinese,Monza,2.0,3.5,3.8,2.04,1.86,-0.5,2.08,1.82,1,0,H,12,21,1,3,0,0,11:30,D,2022/2023
2023-04-08,Fiorentina,Spezia,1.4,4.5,8.5,1.8,2.0,-1.25,1.98,1.92,1,1,D,12,29,0,7,0,0,13:30,D,2022/2023
2023-04-08,Atalanta,Bologna,1.65,3.8,5.5,2.02,1.88,-0.75,1.88,2.02,0,0,D,6,5,3,2,0,0,15:30,A,2022/2023
2023-04-08,Sampdoria,Cremonese,2.38,3.25,3.2,2.1,1.73,-0.25,2.02,1.88,1,1,D,14,15,2,3,0,0,15:30,A,2022/2023
2023-04-08,Torino,Roma,3.4,3.0,2.38,2.75,1.44,0.25,1.86,2.04,0,1,A,10,6,3,1,0,0,17:30,A,2022/2023
2023-04-08,Verona,Sassuolo,2.63,3.3,2.7,2.04,1.86,0.0,1.92,1.98,0,1,A,12,14,3,4,0,0,17:30,H,2022/2023
2023-04-08,Lazio,Juventus,2.75,2.9,2.9,2.63,1.5,0.0,1.89,2.01,1,1,D,11,15,2,5,0,0,19:45,H,2022/2023
2023-04-14,Cremonese,Empoli,2.45,3.3,2.88,2.0,1.8,0.0,1.77,2.17,1,0,H,11,9,1,0,0,0,17:30,H,2022/2023
2023-04-14,Spezia,Lazio,5.25,3.6,1.7,2.1,1.73,0.75,1.93,2.0,0,1,A,12,7,3,4,1,0,19:45,A,2022/2023
2023-04-15,Bologna,Milan,3.1,3.1,2.45,2.3,1.62,0.25,1.78,2.13,1,1,D,12,17,3,4,0,0,14:00,D,2022/2023
2023-04-15,Napoli,Verona,1.53,4.0,6.5,2.03,1.87,-1.0,1.94,1.96,0,0,D,11,16,1,4,0,0,17:00,D,2022/2023
2023-04-15,Inter,Monza,1.44,4.5,7.5,1.8,2.0,-1.25,2.04,1.86,0,0,D,13,4,2,2,0,0,19:45,A,2022/2023
2023-04-16,Lecce,Sampdoria,1.95,3.2,4.33,2.38,1.57,-0.5,1.97,1.93,1,0,H,16,12,1,4,0,0,11:30,D,2022/2023
2023-04-16,Torino,Salernitana,1.73,3.5,5.25,2.2,1.67,-0.75,1.96,1.94,0,1,A,14,14,0,1,0,0,14:00,D,2022/2023
2023-04-16,Sassuolo,Juventus,3.8,3.5,2.0,2.06,1.84,0.5,1.83,2.07,0,0,D,10,5,0,1,0,0,17:00,H,2022/2023
2023-04-16,Roma,Udinese,1.85,3.4,4.5,2.3,1.62,-0.5,1.89,2.01,1,0,H,18,11,1,4,0,0,19:45,H,2022/2023
2023-04-17,Fiorentina,Atalanta,2.4,3.4,2.9,1.89,2.01,-0.25,2.09,1.81,0,1,A,8,20,1,3,0,0,19:45,D,2022/2023
2023-04-21,Verona,Bologna,2.75,3.0,2.8,2.75,1.44,0.0,1.92,2.01,1,0,H,11,11,2,4,0,0,19:45,H,2022/2023
2023-04-22,Salernitana,Sassuolo,3.1,3.5,2.25,1.9,2.0,0.25,1.89,2.01,2,0,H,11,15,1,2,0,0,14:00,H,2022/2023
