Date,HomeTeam,AwayTeam,B365H,B365D,B365A,B365>2.5,B365<2.5,AHh,B365AHH,B365AHA,HTHG,HTAG,HTR,HF,AF,HY,AY,HR,AR,Time,FTR,Season
2023-04-22,Lazio,Torino,1.83,3.4,4.75,2.63,1.5,-0.5,1.85,2.05,0,1,A,13,13,2,4,0,0,17:00,A,2022/2023
2023-04-22,Sampdoria,Spezia,2.55,3.2,2.88,2.1,1.73,0.0,1.82,2.08,1,0,H,9,11,1,1,0,0,19:45,D,2022/2023
2023-04-23,Empoli,Inter,6.5,4.2,1.53,1.8,2.0,1.0,2.01,1.89,0,0,D,6,13,1,1,0,0,11:30,A,2022/2023
2023-04-23,Monza,Fiorentina,3.7,3.4,2.05,2.0,1.8,0.25,2.06,1.84,2,2,D,18,15,3,3,0,0,14:00,H,2022/2023
2023-04-23,Udinese,Cremonese,1.7,3.8,5.0,1.88,2.02,-0.75,1.96,1.94,3,0,H,13,11,2,3,0,0,14:00,H,2022/2023
2023-04-23,Milan,Lecce,1.5,4.2,7.0,2.1,1.73,-1.0,1.88,2.02,1,0,H,6,10,1,0,0,0,17:00,H,2022/2023
2023-04-23,Juventus,Napoli,2.88,3.1,2.6,2.2,1.67,0.0,2.03,1.87,0,0,D,15,11,4,1,0,0,19:45,A,2022/2023
2023-04-24,Atalanta,Roma,2.3,3.25,3.2,2.2,1.67,-0.25,2.02,1.88,1,0,H,15,11,3,1,0,0,19:45,H,2022/2023
2023-04-28,Lecce,Udinese,2.45,3.0,3.2,2.5,1.53,-0.25,2.1,1.8,0,0,D,21,12,4,2,0,0,17:30,H,2022/2023
2023-04-28,Spezia,Monza,2.8,3.3,2.55,2.1,1.73,0.0,2.01,1.89,0,1,A,10,16,1,2,0,0,19:45,A,2022/2023
2023-04-29,Roma,Milan,2.75,3.0,2.75,2.5,1.53,0.0,1.94,1.96,0,0,D,9,6,3,2,0,0,17:00,D,2022/2023
2023-04-29,Torino,Atalanta,2.88,3.3,2.45,2.0,1.8,0.25,1.73,2.08,0,1,A,6,10,1,1,0,0,19:45,A,2022/2023
2023-04-30,Inter,Lazio,1.8,3.6,4.5,2.0,1.8,-0.75,2.06,1.84,0,1,A,13,14,2,3,0,0,11:30,H,2022/2023
2023-04-30,Cremonese,Verona,3.0,3.3,2.45,2.2,1.67,0.25,1.79,2.11,1,0,H,10,16,0,0,1,0,14:00,D,2022/2023
2023-04-30,Napoli,Salernitana,1.22,6.5,12.0,1.62,2.3,-1.75,1.87,2.03,0,0,D,13,11,2,2,0,0,14:00,D,2022/2023
2023-04-30,Sassuolo,Empoli,1.75,3.8,4.5,1.73,2.1,-0.75,1.98,1.92,0,1,A,12,10,2,1,1,0,14:00,H,2022/2023
2023-04-30,Fiorentina,Sampdoria,1.33,5.25,9.0,1.62,2.3,-1.5,1.94,1.96,1,0,H,14,9,2,1,0,0,17:00,H,2022/2023
2023-04-30,Bologna,Juventus,3.4,3.3,2.2,2.38,1.57,0.25,1.99,1.91,1,0,H,12,9,2,2,0,0,19:45,D,2022/2023
2023-05-03,Atalanta,Spezia,1.36,5.0,8.0,1.67,2.2,-1.25,1.87,2.03,1,1,D,8,10,0,3,0,0,17:00,H,2022/2023
2023-05-03,Juventus,Lecce,1.6,3.8,6.0,2.2,1.67,-1.0,2.11,1.79,2,1,H,11,10,2,2,0,0,17:00,H,2022/2023
2023-05-03,Salernitana,Fiorentina,4.75,3.75,1.73,1.93,1.97,0.75,1.88,2.02,1,1,D,18,15,3,5,0,0,17:00,D,2022/2023
2023-05-03,Sampdoria,Torino,4.2,3.4,1.91,2.2,1.67,0.5,2.0,1.9,0,1,A,13,11,3,2,1,0,17:00,A,2022/2023
2023-05-03,Lazio,Sassuolo,1.67,4.0,5.0,1.87,2.03,-0.75,1.85,2.05,1,0,H,13,13,3,5,0,0,20:00,H,2022/2023
2023-05-03,Milan,Cremonese,1.33,5.0,9.5,1.85,2.05,-1.5,1.97,1.93,0,0,D,12,12,0,3,0,1,20:00,D,2022/2023
2023-05-03,Monza,Roma,3.75,3.1,2.15,2.5,1.53,0.25,2.03,1.87,1,1,D,13,15,3,4,0,1,20:00,D,2022/2023
2023-05-03,Verona,Inter,5.5,3.75,1.67,2.1,1.73,0.75,2.02,1.88,0,3,A,4,11,0,0,0,0,20:00,A,2022/2023
2023-05-04,Empoli,Bologna,2.9,3.2,2.55,2.3,1.62,0.0,2.1,1.8,2,0,H,15,16,3,0,0,0,19:45,H,2022/2023
2023-05-04,Udinese,Napoli,4.75,3.6,1.75,1.92,1.98,0.75,1.89,2.01,1,0,H,15,13,1,0,0,0,19:45,D,2022/2023
2023-05-06,Milan,Lazio,1.95,3.4,4.0,2.2,1.67,-0.5,1.95,1.95,2,0,H,10,8,2,4,0,0,14:00,H,2022/2023
2023-05-06,Roma,Inter,3.1,3.1,2.45,2.3,1.62,0.25,1.81,2.09,0,1,A,8,12,3,2,0,0,17:00,A,2022/2023
2023-05-06,Cremonese,Spezia,2.35,3.4,3.0,2.06,1.84,-0.25,2.03,1.87,1,0,H,9,6,0,2,0,0,19:45,H,2022/2023
2023-05-07,Atalanta,Juventus,2.3,3.4,3.1,2.1,1.73,-0.25,2.08,1.82,0,0,D,13,16,1,2,0,0,11:30,A,2022/2023
2023-05-07,Torino,Monza,2.0,3.3,4.0,2.3,1.62,-0.5,1.98,1.92,0,0,D,16,9,2,1,0,0,14:00,D,2022/2023
2023-05-07,Napoli,Fiorentina,1.8,3.8,4.33,1.73,2.1,-0.5,1.75,2.05,0,0,D,12,15,0,0,0,0,17:00,H,2022/2023
2023-05-07,Lecce,Verona,2.2,3.0,3.75,2.5,1.53,-0.25,1.88,2.02,0,0,D,11,13,2,5,0,0,19:45,A,2022/2023
2023-05-08,Empoli,Salernitana,2.2,3.1,3.6,2.1,1.73,-0.25,1.87,2.03,1,0,H,10,18,2,2,0,0,17:30,H,2022/2023
2023-05-08,Udinese,Sampdoria,1.5,4.33,6.5,1.86,2.04,-1.0,1.9,2.0,2,0,H,15,12,2,2,0,0,17:30,H,2022/2023
2023-05-08,Sassuolo,Bologna,2.3,3.5,3.0,1.88,2.02,-0.25,2.05,1.85,1,1,D,12,14,1,1,0,0,19:45,D,2022/2023
2023-05-12,Lazio,Lecce,1.7,3.5,5.5,2.3,1.62,-0.75,1.94,1.96,1,1,D,11,13,3,5,0,0,19:45,D,2022/2023
2023-05-13,Salernitana,Atalanta,4.75,4.2,1.65,1.67,2.2,0.75,2.03,1.87,0,0,D,9,18,2,2,0,0,14:00,H,2022/2023
2023-05-13,Spezia,Milan,4.2,3.5,1.91,2.03,1.87,0.5,1.96,1.94,0,0,D,15,11,1,1,0,0,17:00,H,2022/2023
2023-05-13,Inter,Sassuolo,1.4,5.0,7.0,1.53,2.5,-1.25,1.89,2.01,1,0,H,12,8,2,3,0,0,19:45,H,2022/2023
2023-05-14,Verona,Torino,2.4,3.1,3.2,2.63,1.5,-0.25,2.03,1.87,0,1,A,8,17,3,2,0,0,11:30,A,2022/2023
2023-05-14,Fiorentina,Udinese,1.95,3.6,3.8,1.92,1.98,-0.5,2.0,1.9,1,0,H,15,15,3,3,1,1,14:00,H,2022/2023
2023-05-14,Monza,Napoli,4.75,3.75,1.73,1.92,1.98,0.75,1.94,1.96,1,0,H,11,13,1,1,0,0,14:00,H,2022/2023
2023-05-14,Bologna,Roma,3.1,3.1,2.45,2.5,1.53,0.25,1.81,2.09,0,0,D,12,11,2,1,0,0,17:00,D,2022/2023
2023-05-14,Juventus,Cremonese,1.36,4.75,9.0,1.8,2.0,-1.5,2.02,1.77,0,0,D,15,5,2,0,0,0,19:45,H,2022/2023
2023-05-15,Sampdoria,Empoli,3.2,3.3,2.3,1.97,1.93,0.25,1.97,1.93,1,0,H,16,14,3,4,0,0,19:45,D,2022/2023
2023-05-19,Sassuolo,Monza,2.15,3.6,3.2,1.73,2.1,-0.25,1.91,1.99,1,0,H,10,17,2,5,1,0,19:45,A,2022/2023
2023-05-20,Cremonese,Bologna,2.88,3.4,2.4,2.07,1.83,0.25,1.8,2.1,0,3,A,7,13,1,2,0,1,14:00,A,2022/2023
2023-05-20,Atalanta,Verona,1.53,4.2,6.0,1.86,2.04,-1.0,1.97,1.93,1,1,D,9,11,1,3,0,0,17:00,H,2022/2023
2023-05-20,Milan,Sampdoria,1.17,7.5,17.0,1.57,2.38,-2.0,2.02,1.88,3,1,H,9,10,1,3,0,0,19:45,H,2022/2023
2023-05-21,Lecce,Spezia,2.2,3.1,3.6,2.3,1.62,-0.25,1.89,2.01,0,0,D,15,16,2,3,0,0,11:30,D,2022/2023
2023-05-21,Torino,Fiorentina,1.95,3.4,4.2,2.2,1.67,-0.5,1.99,1.91,0,0,D,9,11,1,2,0,0,14:00,D,2022/2023
2023-05-21,Napoli,Inter,2.9,3.3,2.45,2.0,1.9,0.0,2.02,1.88,0,0,D,10,14,1,2,0,1,17:00,H,2022/2023
2023-05-21,Udinese,Lazio,3.8,3.4,2.0,2.02,1.88,0.5,1.87,2.03,0,0,D,15,9,3,1,0,0,19:45,A,2022/2023
2023-05-22,Roma,Salernitana,1.45,4.2,7.5,2.01,1.89,-1.0,1.83,2.07,0,1,A,9,14,1,4,0,0,17:30,D,2022/2023
2023-05-22,Empoli,Juventus,5.5,3.75,1.65,1.99,1.91,0.75,2.0,1.9,2,0,H,20,19,2,2,0,0,19:45,H,2022/2023
2023-05-26,Sampdoria,Sassuolo,3.8,4.1,1.83,1.62,2.3,0.5,2.04,1.86,1,2,A,14,10,1,2,0,0,19:45,D,2022/2023
2023-05-27,Salernitana,Udinese,2.7,3.5,2.55,1.84,2.06,0.0,2.01,1.89,1,2,A,12,22,3,3,0,1,14:00,H,2022/2023
2023-05-27,Spezia,Torino,2.38,3.25,3.1,2.2,1.67,-0.25,2.05,1.85,0,1,A,14,13,2,2,0,0,14:00,A,2022/2023
2023-05-27,Fiorentina,Roma,2.05,3.5,3.6,2.2,1.67,-0.25,1.75,2.05,0,1,A,11,12,5,3,0,0,17:00,H,2022/2023
2023-05-27,Inter,Atalanta,1.83,3.8,4.0,1.73,2.1,-0.75,2.02,1.77,2,1,H,8,18,0,1,0,0,19:45,H,2022/2023
2023-05-28,Verona,Empoli,1.7,3.8,5.0,2.0,1.9,-0.75,1.91,1.99,0,0,D,14,10,4,0,0,0,11:30,D,2022/2023
2023-05-28,Bologna,Napoli,3.4,3.3,2.2,2.0,1.9,0.25,1.99,1.91,0,1,A,17,10,1,3,0,0,14:00,D,2022/2023
2023-05-28,Monza,Lecce,2.45,3.3,2.9,2.3,1.62,-0.25,2.08,1.73,0,0,D,11,20,2,3,0,0,14:00,A,2022/2023
2023-05-28,Lazio,Cremonese,1.22,6.5,12.0,1.53,2.5,-1.75,1.87,2.03,2,0,H,15,8,2,2,1,0,17:00,H,2022/2023
2023-05-28,Juventus,Milan,2.3,3.4,3.1,2.1,1.73,-0.25,2.05,1.85,0,1,A,12,10,1,2,0,0,19:45,A,2022/2023
2023-06-02,Sassuolo,Fiorentina,2.6,3.75,2.5,1.44,2.75,0.0,1.96,1.97,0,0,D,7,15,4,4,2,0,19:30,A,2022/2023
2023-06-03,Torino,Inter,2.3,3.5,3.0,2.05,1.88,-0.25,2.07,1.86,0,1,A,6,7,1,2,0,0,17:30,A,2022/2023
2023-06-03,Cremonese,Salernitana,2.6,3.6,2.5,1.57,2.38,0.0,2.0,1.93,1,0,H,15,12,1,2,0,0,20:00,H,2022/2023
2023-06-03,Empoli,Lazio,3.25,3.75,2.1,1.73,2.1,0.25,2.0,1.8,0,0,D,7,10,3,2,1,0,20:00,A,2022/2023
2023-06-04,Napoli,Sampdoria,1.18,7.0,13.0,1.36,3.2,-2.0,1.89,2.04,0,0,D,7,7,0,1,0,0,17:30,H,2022/2023
2023-06-04,Atalanta,Monza,1.57,4.5,5.0,1.53,2.5,-1.0,1.99,1.94,2,0,H,13,8,1,2,0,1,20:00,H,2022/2023
2023-06-04,Lecce,Bologna,2.75,3.5,2.45,1.99,1.94,0.0,2.04,1.89,1,0,H,11,9,1,3,0,0,20:00,A,2022/2023
2023-06-04,Milan,Verona,1.73,4.0,4.5,1.94,1.99,-0.75,2.04,1.89,1,0,H,5,18,1,4,0,0,20:00,H,2022/2023
2023-06-04,Roma,Spezia,1.95,3.6,3.8,2.01,1.92,-0.5,2.01,1.92,1,1,D,14,17,2,8,0,1,20:00,H,2022/2023
2023-06-04,Udinese,Juventus,3.8,3.5,1.95,1.97,1.96,0.5,1.91,2.02,0,0,D,9,11,2,2,0,0,20:00,A,2022/2023
2023-08-19,Empoli,Verona,2.25,3.2,3.3,2.1,1.73,-0.25,1.97,1.93,0,0,D,17,18,2,2,0,0,17:30,A,2023/2024
2023-08-19,Frosinone,Napoli,8.5,5.0,1.36,1.67,2.2,1.5,1.84,2.06,1,2,A,14,17,3,3,0,0,17:30,A,2023/2024
2023-08-19,Genoa,Fiorentina,3.4,3.25,2.2,2.1,1.73,0.25,2.0,1.9,0,3,A,14,13,2,3,0,0,19:45,A,2023/2024
2023-08-19,Inter,Monza,1.4,5.0,7.0,1.57,2.38,-1.25,1.83,2.07,1,0,H,8,13,1,1,0,0,19:45,H,2023/2024
2023-08-20,Roma,Salernitana,1.53,4.0,6.5,2.1,1.73,-1.0,1.93,1.97,1,1,D,12,9,0,4,0,0,17:30,D,2023/2024
2023-08-20,Sassuolo,Atalanta,3.5,3.4,2.1,1.62,2.3,0.25,2.03,1.87,0,0,D,9,13,0,0,0,0,17:30,A,2023/2024
2023-08-20,Lecce,Lazio,3.6,3.3,2.1,2.2,1.67,0.25,2.09,1.81,0,1,A,12,16,3,2,0,0,19:45,H,2023/2024
2023-08-20,Udinese,Juventus,4.33,3.6,1.83,2.1,1.73,0.5,2.05,1.85,0,3,A,12,10,1,3,0,0,19:45,A,2023/2024
2023-08-21,Torino,Cagliari,1.67,3.75,5.25,2.1,1.73,-0.75,1.88,2.02,0,0,D,8,12,1,1,0,0,17:30,D,2023/2024
2023-08-21,Bologna,Milan,4.0,3.4,1.95,2.0,1.8,0.5,1.89,2.01,0,2,A,10,4,2,2,0,0,19:45,A,2023/2024
2023-08-26,Frosinone,Atalanta,5.0,4.0,1.67,1.67,2.2,0.75,2.04,1.86,2,0,H,10,10,1,2,0,0,17:30,H,2023/2024
2023-08-26,Monza,Empoli,1.91,3.5,4.2,2.07,1.83,-0.5,1.95,1.95,1,0,H,14,7,1,2,0,0,17:30,H,2023/2024
2023-08-26,Milan,Torino,1.65,3.8,5.0,2.2,1.67,-0.75,1.88,2.02,3,1,H,13,16,2,3,0,0,19:45,H,2023/2024
2023-08-26,Verona,Roma,4.33,3.5,1.83,2.3,1.62,0.5,2.03,1.87,2,0,H,17,12,1,3,1,0,19:45,H,2023/2024
2023-08-27,Fiorentina,Lecce,1.57,4.2,5.75,2.1,1.73,-1.0,2.08,1.82,2,0,H,13,12,1,3,0,0,17:30,D,2023/2024
2023-08-27,Juventus,Bologna,1.5,4.5,6.0,1.93,1.97,-1.0,1.83,2.07,0,1,A,14,13,2,1,0,0,17:30,D,2023/2024
2023-08-27,Lazio,Genoa,1.55,4.0,6.0,2.06,1.84,-1.0,2.04,1.86,0,1,A,9,16,4,2,0,0,19:45,A,2023/2024
2023-08-27,Napoli,Sassuolo,1.33,5.5,8.5,1.44,2.75,-1.5,1.92,1.98,1,0,H,9,10,0,1,0,1,19:45,H,2023/2024
2023-08-28,Salernitana,Udinese,2.7,3.2,2.63,2.03,1.87,0.0,2.0,1.9,0,0,D,12,19,4,4,0,0,17:30,D,2023/2024
2023-08-28,Cagliari,Inter,7.5,4.5,1.44,1.73,2.1,1.25,1.87,2.03,0,2,A,9,10,1,1,0,0,19:45,A,2023/2024
2023-09-01,Sassuolo,Verona,2.0,3.6,3.75,1.85,2.05,-0.5,2.03,1.9,1,0,H,8,13,1,3,0,0,17:30,H,2023/2024
2023-09-01,Roma,Milan,2.8,3.1,2.63,2.3,1.62,0.0,2.02,1.91,0,1,A,14,15,2,4,0,1,19:45,A,2023/2024
2023-09-02,Bologna,Cagliari,1.7,3.75,5.0,2.0,1.9,-0.75,1.95,1.98,0,1,A,9,13,1,2,0,0,17:30,H,2023/2024
2023-09-02,Udinese,Frosinone,1.8,3.6,4.5,1.99,1.91,-0.75,2.09,1.84,0,0,D,14,9,2,2,0,0,17:30,D,2023/2024
2023-09-02,Atalanta,Monza,1.62,4.0,5.25,1.73,2.1,-1.0,2.05,1.75,2,0,H,11,9,0,3,0,0,19:45,H,2023/2024
2023-09-02,Napoli,Lazio,1.62,4.0,5.5,1.86,2.04,-0.75,1.8,2.14,1,1,D,8,9,1,2,0,0,19:45,A,2023/2024
2023-09-03,Inter,Fiorentina,1.65,3.8,5.25,1.8,2.0,-0.75,1.85,2.08,1,0,H,13,12,1,1,0,0,17:30,H,2023/2024
2023-09-03,Torino,Genoa,2.0,3.3,4.0,2.38,1.57,-0.5,2.08,1.85,0,0,D,13,7,2,5,0,0,17:30,H,2023/2024
2023-09-03,Empoli,Juventus,5.25,3.8,1.67,1.94,1.96,0.75,2.03,1.9,0,1,A,14,13,3,3,0,0,19:45,A,2023/2024
2023-09-03,Lecce,Salernitana,2.0,3.3,4.0,2.2,1.67,-0.5,2.05,1.88,1,0,H,17,15,3,3,0,0,19:45,H,2023/2024
2023-09-16,Juventus,Lazio,1.91,3.4,4.33,2.1,1.73,-0.5,1.93,1.97,2,0,H,13,13,5,1,0,0,14:00,H,2023/2024
2023-09-16,Inter,Milan,2.15,3.5,3.4,1.9,2.0,-0.25,1.85,2.05,2,0,H,16,13,2,2,0,0,17:00,H,2023/2024
2023-09-16,Genoa,Napoli,5.5,3.8,1.67,1.8,2.0,0.75,2.06,1.84,1,0,H,14,8,3,2,0,0,19:45,D,2023/2024
2023-09-17,Cagliari,Udinese,2.88,3.3,2.5,2.1,1.73,0.0,2.06,1.84,0,0,D,12,11,2,1,1,0,11:30,D,2023/2024
2023-09-17,Frosinone,Sassuolo,2.8,3.4,2.5,1.86,2.04,0.0,2.05,1.85,1,2,A,10,9,4,2,0,0,14:00,H,2023/2024
2023-09-17,Monza,Lecce,2.1,3.4,3.5,2.1,1.73,-0.25,1.82,2.08,1,1,D,17,11,6,1,1,1,14:00,D,2023/2024
2023-09-17,Fiorentina,Atalanta,2.38,3.5,2.88,1.8,2.0,0.0,1.83,2.07,2,1,H,8,14,1,2,0,0,17:00,H,2023/2024
2023-09-17,Roma,Empoli,1.44,4.5,7.5,1.95,1.95,-1.25,2.04,1.86,3,0,H,15,5,2,2,0,0,19:45,H,2023/2024
2023-09-18,Salernitana,Torino,3.6,3.25,2.2,2.2,1.67,0.25,2.02,1.88,0,2,A,12,16,2,2,0,0,17:30,A,2023/2024
2023-09-18,Verona,Bologna,3.1,3.3,2.38,2.1,1.73,0.25,1.88,2.02,0,0,D,18,10,4,2,0,0,19:45,D,2023/2024
2023-09-22,Salernitana,Frosinone,2.5,3.2,2.9,2.1,1.73,0.0,1.82,2.11,0,1,A,12,12,2,2,0,0,17:30,D,2023/2024
2023-09-22,Lecce,Genoa,2.45,3.2,3.1,2.3,1.62,-0.25,2.13,1.81,0,0,D,12,10,1,3,0,1,19:45,H,2023/2024
2023-09-23,Milan,Verona,1.36,4.75,9.0,1.73,2.1,-1.25,1.89,2.01,1,0,H,13,9,4,2,0,0,14:00,H,2023/2024
2023-09-23,Sassuolo,Juventus,4.0,4.0,1.8,1.73,2.1,0.75,1.85,2.05,2,1,H,13,8,4,2,0,0,17:00,H,2023/2024
2023-09-23,Lazio,Monza,1.8,3.8,4.2,1.9,2.0,-0.75,2.02,1.88,1,1,D,13,7,2,2,0,0,19:45,D,2023/2024
2023-09-24,Empoli,Inter,9.0,5.25,1.33,1.57,2.38,1.5,1.91,1.99,0,0,D,15,11,2,2,0,0,11:30,A,2023/2024
2023-09-24,Atalanta,Cagliari,1.4,5.0,8.0,1.67,2.2,-1.25,1.9,2.0,1,0,H,6,11,1,2,0,0,14:00,H,2023/2024
2023-09-24,Udinese,Fiorentina,3.2,3.5,2.25,1.99,1.91,0.25,1.88,2.02,0,1,A,13,11,0,1,0,0,14:00,A,2023/2024
2023-09-24,Bologna,Napoli,3.75,3.6,1.91,1.85,2.05,0.5,1.89,2.01,0,0,D,16,12,4,5,0,0,17:00,D,2023/2024
2023-09-24,Torino,Roma,3.1,2.9,2.6,2.63,1.5,0.25,1.7,2.1,0,0,D,4,5,0,2,0,0,19:45,D,2023/2024
2023-09-26,Juventus,Lecce,1.5,4.2,7.0,1.96,1.94,-1.0,1.87,2.03,0,0,D,14,15,2,5,0,1,19:45,H,2023/2024
2023-09-27,Cagliari,Milan,5.25,3.8,1.67,1.99,1.91,0.75,2.04,1.86,1,2,A,13,6,3,1,0,0,17:30,A,2023/2024
2023-09-27,Empoli,Salernitana,2.3,3.3,3.2,2.0,1.8,-0.25,2.05,1.85,1,0,H,18,13,2,1,0,0,17:30,H,2023/2024
2023-09-27,Verona,Atalanta,4.2,3.75,1.83,1.96,1.94,0.5,2.07,1.83,0,1,A,10,25,2,3,0,0,17:30,A,2023/2024
2023-09-27,Inter,Sassuolo,1.33,5.5,8.0,1.4,3.0,-1.5,1.9,2.0,1,0,H,10,8,0,1,0,0,19:45,A,2023/2024
2023-09-27,Lazio,Torino,2.15,3.25,3.5,2.2,1.67,-0.25,1.86,2.04,0,0,D,12,13,1,4,0,0,19:45,H,2023/2024
2023-09-27,Napoli,Udinese,1.36,5.0,8.5,1.67,2.2,-1.25,1.86,2.04,2,0,H,11,10,1,1,0,0,19:45,H,2023/2024
2023-09-28,Frosinone,Fiorentina,3.75,3.6,1.95,1.87,2.03,0.5,1.87,2.03,0,1,A,6,11,3,3,0,0,17:30,D,2023/2024
2023-09-28,Monza,Bologna,2.38,3.3,3.0,2.04,1.86,-0.25,2.09,1.81,0,0,D,9,13,5,3,0,1,17:30,D,2023/2024
2023-09-28,Genoa,Roma,3.8,3.25,2.05,2.3,1.62,0.25,2.05,1.75,2,1,H,7,12,4,3,0,0,19:45,H,2023/2024
2023-09-30,Lecce,Napoli,4.75,3.8,1.75,2.01,1.89,0.75,1.92,1.98,0,1,A,11,11,3,2,0,0,14:00,A,2023/2024
2023-09-30,Milan,Lazio,1.73,3.6,5.0,2.06,1.84,-0.75,2.01,1.89,0,0,D,15,5,3,2,0,0,17:00,H,2023/2024
2023-09-30,Salernitana,Inter,8.0,4.75,1.4,1.67,2.15,1.25,1.97,1.93,0,0,D,12,10,2,1,0,0,19:45,A,2023/2024
2023-10-01,Bologna,Empoli,1.62,4.0,5.5,1.9,2.0,-0.75,1.84,2.06,1,0,H,11,16,2,4,0,0,11:30,H,2023/2024
2023-10-01,Udinese,Genoa,2.38,3.1,3.2,2.3,1.6,-0.25,2.06,1.84,1,2,A,12,12,2,2,1,0,14:00,D,2023/2024
2023-10-01,Atalanta,Juventus,2.5,3.4,2.8,1.93,1.97,0.0,1.84,2.06,0,0,D,13,7,1,2,0,0,17:00,D,2023/2024
2023-10-01,Roma,Frosinone,1.44,4.2,8.0,1.94,1.96,-1.25,2.09,1.81,1,0,H,12,11,1,2,0,0,19:45,H,2023/2024
2023-10-02,Sassuolo,Monza,2.25,3.75,2.88,1.57,2.35,-0.25,1.94,1.96,0,0,D,8,10,0,0,0,0,17:30,A,2023/2024
2023-10-02,Torino,Verona,1.85,3.5,4.33,2.3,1.6,-0.5,1.89,2.01,0,0,D,6,11,1,1,0,0,17:30,D,2023/2024
2023-10-02,Fiorentina,Cagliari,1.5,4.2,7.0,1.88,2.02,-1.0,1.75,2.05,2,0,H,10,10,1,1,0,0,19:45,H,2023/2024
2023-10-06,Empoli,Udinese,3.1,3.25,2.38,2.0,1.9,0.25,1.85,2.05,0,0,D,11,15,1,2,0,0,17:30,D,2023/2024
2023-10-06,Lecce,Sassuolo,2.55,3.4,2.7,1.8,2.0,0.0,1.88,2.02,0,1,A,9,15,2,3,0,0,19:45,D,2023/2024
2023-10-07,Inter,Bologna,1.36,5.5,7.5,1.6,2.3,-1.25,1.86,2.04,2,1,H,11,9,2,3,0,0,14:00,D,2023/2024
2023-10-07,Juventus,Torino,1.91,3.3,4.33,2.35,1.57,-0.5,1.95,1.95,0,0,D,10,8,1,1,0,0,17:00,H,2023/2024
